names_IUCN,names_elton,names_phylo,diff_IUCN_elton,diff_IUCN_phylo
Nyctibius_bracteatus,Nyctibius_bracteatus,Nyctibius_bracteatus,,
Nyctibius_grandis,Nyctibius_grandis,Nyctibius_grandis,,
Nyctibius_griseus,Nyctibius_griseus,Nyctibius_griseus,,
Nyctibius_jamaicensis,Nyctibius_jamaicensis,Nyctibius_jamaicensis,,
Nyctibius_leucopterus,Nyctibius_leucopterus,Nyctibius_leucopterus,,
Nyctibius_maculosus,Nyctibius_maculosus,Nyctibius_maculosus,,
Nycticorax_caledonicus,Nycticorax_caledonicus,Nycticorax_caledonicus,,
Nycticorax_duboisi,Nycticorax_nycticorax,Nycticorax_nycticorax,Extinct,Extinct
Nycticorax_mauritianus,Nycticorax_nycticorax,Nycticorax_nycticorax,Extinct,Extinct
Nycticorax_megacephalus,Nycticorax_nycticorax,Nycticorax_nycticorax,Extinct,Extinct
Nycticorax_nycticorax,Nycticorax_nycticorax,Nycticorax_nycticorax,,
Nycticryphes_semicollaris,Rostratula_semicollaris,Rostratula_semicollaris,New genus,New genus
Nyctidromus_albicollis,Nyctidromus_albicollis,Nyctidromus_albicollis,,
Nyctidromus_anthonyi,Caprimulgus_anthonyi,Caprimulgus_anthonyi,New genus,New genus
Nyctiphrynus_mcleodii,Nyctiphrynus_mcleodii,Nyctiphrynus_mcleodii,,
Nyctiphrynus_ocellatus,Nyctiphrynus_ocellatus,Nyctiphrynus_ocellatus,,
Nyctiphrynus_rosenbergi,Nyctiphrynus_rosenbergi,Nyctiphrynus_rosenbergi,,
Nyctiphrynus_yucatanicus,Nyctiphrynus_yucatanicus,Nyctiphrynus_yucatanicus,,
Nyctipolus_hirundinaceus,Caprimulgus_hirundinaceus,Caprimulgus_hirundinaceus,New genus,New genus
Nyctipolus_nigrescens,Caprimulgus_nigrescens,Caprimulgus_nigrescens,New genus,New genus
Nyctiprogne_leucopyga,Nyctiprogne_leucopyga,Nyctiprogne_leucopyga,,
Nyctiprogne_vielliardi,Nyctiprogne_vielliardi,Nyctiprogne_vielliardi,,
Nyctyornis_amictus,Nyctyornis_amictus,Nyctyornis_amictus,,
Nyctyornis_athertoni,Nyctyornis_athertoni,Nyctyornis_athertoni,,
Nymphicus_hollandicus,Nymphicus_hollandicus,Nymphicus_hollandicus,,
Nystactes_noanamae,Bucco_noanamae,Bucco_noanamae,New genus,New genus
Nystactes_tamatia,Bucco_tamatia,Bucco_tamatia,New genus,New genus
Nystalus_chacuru,Nystalus_chacuru,Nystalus_chacuru,,
Nystalus_maculatus,Nystalus_maculatus,Nystalus_maculatus,,
Nystalus_radiatus,Nystalus_radiatus,Nystalus_radiatus,,
Nystalus_striolatus,Nystalus_striolatus,Nystalus_striolatus,,
Oceanites_gracilis,Oceanites_gracilis,Oceanites_gracilis,,
Oceanites_oceanicus,Oceanites_oceanicus,Oceanites_oceanicus,,
Oceanites_pincoyae,Oceanites_oceanicus,Oceanites_oceanicus,Recently discovered,Recently discovered
Ochetorhynchus_andaecola,Ochetorhynchus_andaecola,Ochetorhynchus_andaecola,,
Ochetorhynchus_melanurus,Ochetorhynchus_phoenicurus,Ochetorhynchus_phoenicurus,Lump/split,Lump/split
Ochetorhynchus_phoenicurus,Ochetorhynchus_phoenicurus,Ochetorhynchus_phoenicurus,,
Ochetorhynchus_ruficaudus,Ochetorhynchus_ruficaudus,Ochetorhynchus_ruficaudus,,
Ochthoeca_cinnamomeiventris,Ochthoeca_cinnamomeiventris,Ochthoeca_cinnamomeiventris,,
Ochthoeca_fumicolor,Ochthoeca_fumicolor,Ochthoeca_fumicolor,,
Ochthoeca_leucophrys,Ochthoeca_leucophrys,Ochthoeca_leucophrys,,
Ochthoeca_nigrita,Ochthoeca_nigrita,Ochthoeca_cinnamomeiventris,,Lump/split
Ochthoeca_oenanthoides,Ochthoeca_oenanthoides,Ochthoeca_oenanthoides,,
Ochthoeca_piurae,Ochthoeca_piurae,Ochthoeca_piurae,,
Ochthoeca_rufipectoralis,Ochthoeca_rufipectoralis,Ochthoeca_rufipectoralis,,
Ochthoeca_salvini,Tumbezia_salvini,Tumbezia_salvini,New genus,New genus
Ochthoeca_superciliosa,Ochthoeca_fumicolor,Ochthoeca_fumicolor,Lump/split,Lump/split
Ochthoeca_thoracica,Ochthoeca_thoracica,Ochthoeca_cinnamomeiventris,,Lump/split
Ochthornis_littoralis,Ochthornis_littoralis,Ochthornis_littoralis,,
Ocreatus_underwoodii,Ocreatus_underwoodii,Ocreatus_underwoodii,,
Ocyceros_birostris,Ocyceros_birostris,Ocyceros_birostris,,
Ocyceros_gingalensis,Ocyceros_gingalensis,Ocyceros_gingalensis,,
Ocyceros_griseus,Ocyceros_griseus,Ocyceros_griseus,,
Ocyphaps_lophotes,Ocyphaps_lophotes,Ocyphaps_lophotes,,
Odontophorus_atrifrons,Odontophorus_atrifrons,Odontophorus_atrifrons,,
Odontophorus_balliviani,Odontophorus_balliviani,Odontophorus_balliviani,,
Odontophorus_capueira,Odontophorus_capueira,Odontophorus_capueira,,
Odontophorus_columbianus,Odontophorus_columbianus,Odontophorus_columbianus,,
Odontophorus_dialeucos,Odontophorus_dialeucos,Odontophorus_dialeucos,,
Odontophorus_erythrops,Odontophorus_erythrops,Odontophorus_erythrops,,
Odontophorus_gujanensis,Odontophorus_gujanensis,Odontophorus_gujanensis,,
Odontophorus_guttatus,Odontophorus_guttatus,Odontophorus_guttatus,,
Odontophorus_hyperythrus,Odontophorus_hyperythrus,Odontophorus_hyperythrus,,
Odontophorus_leucolaemus,Odontophorus_leucolaemus,Odontophorus_leucolaemus,,
Odontophorus_melanonotus,Odontophorus_melanonotus,Odontophorus_melanonotus,,
Odontophorus_melanotis,Odontophorus_melanotis,Odontophorus_speciosus,,Missing
Odontophorus_speciosus,Odontophorus_speciosus,Odontophorus_speciosus,,
Odontophorus_stellatus,Odontophorus_stellatus,Odontophorus_stellatus,,
Odontophorus_strophium,Odontophorus_strophium,Odontophorus_strophium,,
Odontorchilus_branickii,Odontorchilus_branickii,Odontorchilus_branickii,,
Odontorchilus_cinereus,Odontorchilus_cinereus,Odontorchilus_cinereus,,
Odontospiza_griseicapilla,Lonchura_griseicapilla,Lonchura_griseicapilla,New genus,New genus
Oedistoma_iliolophus,Toxorhamphus_iliolophus,Toxorhamphus_iliolophus,New genus,New genus
Oedistoma_pygmaeum,Oedistoma_pygmaeum,Oedistoma_pygmaeum,,
Oena_capensis,Oena_capensis,Oena_capensis,,
Oenanthe_albifrons,Myrmecocichla_albifrons,Myrmecocichla_albifrons,New genus,New genus
Oenanthe_albonigra,Oenanthe_albonigra,Oenanthe_albonigra,,
Oenanthe_bottae,Oenanthe_bottae,Oenanthe_bottae,,
Oenanthe_chrysopygia,Oenanthe_chrysopygia,Oenanthe_xanthoprymna,,Lump/split
Oenanthe_cypriaca,Oenanthe_cypriaca,Oenanthe_cypriaca,,
Oenanthe_deserti,Oenanthe_deserti,Oenanthe_deserti,,
Oenanthe_dubia,Cercomela_dubia,Cercomela_dubia,New genus,New genus
Oenanthe_familiaris,Cercomela_familiaris,Cercomela_familiaris,New genus,New genus
Oenanthe_finschii,Oenanthe_finschii,Oenanthe_finschii,,
Oenanthe_frenata,Oenanthe_bottae,Oenanthe_bottae,Lump/split,Lump/split
Oenanthe_fusca,Cercomela_fusca,Cercomela_fusca,New genus,New genus
Oenanthe_heuglinii,Oenanthe_bottae,Oenanthe_bottae,Lump/split,Lump/split
Oenanthe_hispanica,Oenanthe_hispanica,Oenanthe_hispanica,,
Oenanthe_isabellina,Oenanthe_isabellina,Oenanthe_isabellina,,
Oenanthe_leucopyga,Oenanthe_leucopyga,Oenanthe_leucopyga,,
Oenanthe_leucura,Oenanthe_leucura,Oenanthe_leucura,,
Oenanthe_lugens,Oenanthe_lugens,Oenanthe_lugens,,
Oenanthe_melanura,Cercomela_melanura,Cercomela_melanura,New genus,New genus
Oenanthe_moesta,Oenanthe_moesta,Oenanthe_moesta,,
Oenanthe_monacha,Oenanthe_monacha,Oenanthe_monacha,,
Oenanthe_oenanthe,Oenanthe_oenanthe,Oenanthe_oenanthe,,
Oenanthe_phillipsi,Oenanthe_phillipsi,Oenanthe_phillipsi,,
Oenanthe_picata,Oenanthe_picata,Oenanthe_picata,,
Oenanthe_pileata,Oenanthe_pileata,Oenanthe_pileata,,
Oenanthe_pleschanka,Oenanthe_pleschanka,Oenanthe_pleschanka,,
Oenanthe_scotocerca,Cercomela_scotocerca,Cercomela_scotocerca,New genus,New genus
Oenanthe_seebohmi,Oenanthe_oenanthe,Oenanthe_oenanthe,Lump/split,Lump/split
Oenanthe_xanthoprymna,Oenanthe_xanthoprymna,Oenanthe_xanthoprymna,,
Ognorhynchus_icterotis,Ognorhynchus_icterotis,Ognorhynchus_icterotis,,
Oncostoma_cinereigulare,Oncostoma_cinereigulare,Oncostoma_cinereigulare,,
Oncostoma_olivaceum,Oncostoma_olivaceum,Oncostoma_olivaceum,,
Oneillornis_lunulatus,Gymnopithys_lunulatus,Gymnopithys_lunulatus,New genus,New genus
Oneillornis_salvini,Gymnopithys_salvini,Gymnopithys_salvini,New genus,New genus
Onychognathus_albirostris,Onychognathus_albirostris,Onychognathus_albirostris,,
Onychognathus_blythii,Onychognathus_blythii,Onychognathus_blythii,,
Onychognathus_frater,Onychognathus_frater,Onychognathus_frater,,
Onychognathus_fulgidus,Onychognathus_fulgidus,Onychognathus_fulgidus,,
Onychognathus_morio,Onychognathus_morio,Onychognathus_morio,,
Onychognathus_nabouroup,Onychognathus_nabouroup,Onychognathus_nabouroup,,
Onychognathus_neumanni,Onychognathus_neumanni,Onychognathus_neumanni,,
Onychognathus_salvadorii,Onychognathus_salvadorii,Onychognathus_salvadorii,,
Onychognathus_tenuirostris,Onychognathus_tenuirostris,Onychognathus_tenuirostris,,
Onychognathus_tristramii,Onychognathus_tristramii,Onychognathus_tristramii,,
Onychognathus_walleri,Onychognathus_walleri,Onychognathus_walleri,,
Onychoprion_aleuticus,Sterna_aleutica,Sterna_aleutica,New genus,New genus
Onychoprion_anaethetus,Sterna_anaethetus,Sterna_anaethetus,New genus,New genus
Onychoprion_fuscatus,Sterna_fuscata,Sterna_fuscata,New genus,New genus
Onychoprion_lunatus,Sterna_lunata,Sterna_lunata,New genus,New genus
Onychorhynchus_coronatus,Onychorhynchus_coronatus,Onychorhynchus_coronatus,,
Onychorhynchus_mexicanus,Onychorhynchus_mexicanus,Onychorhynchus_coronatus,,Lump/split
Onychorhynchus_occidentalis,Onychorhynchus_occidentalis,Onychorhynchus_occidentalis,,
Onychorhynchus_swainsoni,Onychorhynchus_swainsoni,Onychorhynchus_swainsoni,,
Onychostruthus_taczanowskii,Montifringilla_taczanowskii,Montifringilla_taczanowskii,New genus,New genus
Ophrysia_superciliosa,Perdicula_asiatica,Perdicula_asiatica,Extinct,Extinct
Opisthocomus_hoazin,Opisthocomus_hoazin,Opisthocomus_hoazin,,
Opisthoprora_euryptera,Opisthoprora_euryptera,Opisthoprora_euryptera,,
Oporornis_agilis,Oporornis_agilis,Oporornis_agilis,,
Orchesticus_abeillei,Orchesticus_abeillei,Orchesticus_abeillei,,
Oreocharis_arfaki,Oreocharis_arfaki,Oreocharis_arfaki,,
Oreocossypha_isabellae,Cossypha_isabellae,Cossypha_isabellae,New genus,New genus
Oreoica_gutturalis,Oreoica_gutturalis,Oreoica_gutturalis,,
Oreolais_pulcher,Oreolais_pulchra,Oreolais_pulchra,Typo,Typo
Oreolais_ruwenzorii,Oreolais_ruwenzorii,Oreolais_ruwenzorii,,
Oreomystis_bairdi,Oreomystis_bairdi,Oreomystis_bairdi,,
Oreonympha_albolimbata,Oreonympha_nobilis,Oreonympha_nobilis,Lump/split,Lump/split
Oreonympha_nobilis,Oreonympha_nobilis,Oreonympha_nobilis,,
Oreophasis_derbianus,Oreophasis_derbianus,Oreophasis_derbianus,,
Oreophilais_robertsi,Prinia_robertsi,Prinia_robertsi,New genus,New genus
Oreopholus_ruficollis,Oreopholus_ruficollis,Oreopholus_ruficollis,,
Oreopsar_bolivianus,Oreopsar_bolivianus,Oreopsar_bolivianus,,
Oreopsittacus_arfaki,Oreopsittacus_arfaki,Oreopsittacus_arfaki,,
Oreornis_chrysogenys,Oreornis_chrysogenys,Oreornis_chrysogenys,,
Oreortyx_pictus,Oreortyx_pictus,Oreortyx_pictus,,
Oreoscoptes_montanus,Oreoscoptes_montanus,Oreoscoptes_montanus,,
Oreoscopus_gutturalis,Oreoscopus_gutturalis,Oreoscopus_gutturalis,,
Oreostruthus_fuliginosus,Oreostruthus_fuliginosus,Oreostruthus_fuliginosus,,
Oreothlypis_gutturalis,Parula_gutturalis,Parula_gutturalis,New genus,New genus
Oreothlypis_superciliosa,Parula_superciliosa,Parula_superciliosa,New genus,New genus
Oreothraupis_arremonops,Oreothraupis_arremonops,Oreothraupis_arremonops,,
Oreotrochilus_adela,Oreotrochilus_adela,Oreotrochilus_adela,,
Oreotrochilus_chimborazo,Oreotrochilus_chimborazo,Oreotrochilus_chimborazo,,
Oreotrochilus_estella,Oreotrochilus_estella,Oreotrochilus_estella,,
Oreotrochilus_leucopleurus,Oreotrochilus_leucopleurus,Oreotrochilus_leucopleurus,,
Oreotrochilus_melanogaster,Oreotrochilus_melanogaster,Oreotrochilus_melanogaster,,
Oreotrochilus_stolzmanni,Oreotrochilus_estella,Oreotrochilus_estella,Lump/split,Lump/split
Origma_solitaria,Origma_solitaria,Origma_solitaria,,
Oriolia_bernieri,Oriolia_bernieri,Oriolia_bernieri,,
Oriolus_albiloris,Oriolus_albiloris,Oriolus_albiloris,,
Oriolus_auratus,Oriolus_auratus,Oriolus_auratus,,
Oriolus_bouroensis,Oriolus_bouroensis,Oriolus_bouroensis,,
Oriolus_brachyrynchus,Oriolus_brachyrhynchus,Oriolus_brachyrhynchus,Typo,Typo
Oriolus_chinensis,Oriolus_chinensis,Oriolus_chinensis,,
Oriolus_chlorocephalus,Oriolus_chlorocephalus,Oriolus_chlorocephalus,,
Oriolus_consanguineus,Oriolus_cruentus,Oriolus_cruentus,Lump/split,Lump/split
Oriolus_crassirostris,Oriolus_crassirostris,Oriolus_crassirostris,,
Oriolus_cruentus,Oriolus_cruentus,Oriolus_cruentus,,
Oriolus_decipiens,Oriolus_bouroensis,Oriolus_bouroensis,Lump/split,Lump/split
Oriolus_finschi,Oriolus_melanotis,Oriolus_melanotis,Lump/split,Lump/split
Oriolus_flavocinctus,Oriolus_flavocinctus,Oriolus_flavocinctus,,
Oriolus_forsteni,Oriolus_forsteni,Oriolus_forsteni,,
Oriolus_hosii,Oriolus_hosii,Oriolus_hosii,,
Oriolus_isabellae,Oriolus_isabellae,Oriolus_isabellae,,
Oriolus_kundoo,Oriolus_oriolus,Oriolus_oriolus,Lump/split,Lump/split
Oriolus_larvatus,Oriolus_larvatus,Oriolus_larvatus,,
Oriolus_melanotis,Oriolus_melanotis,Oriolus_melanotis,,
Oriolus_mellianus,Oriolus_mellianus,Oriolus_mellianus,,
Oriolus_monacha,Oriolus_monacha,Oriolus_monacha,,
Oriolus_nigripennis,Oriolus_nigripennis,Oriolus_nigripennis,,
Oriolus_oriolus,Oriolus_oriolus,Oriolus_oriolus,,
Oriolus_percivali,Oriolus_percivali,Oriolus_percivali,,
Oriolus_phaeochromus,Oriolus_phaeochromus,Oriolus_phaeochromus,,
Oriolus_sagittatus,Oriolus_sagittatus,Oriolus_sagittatus,,
Oriolus_steerii,Oriolus_steerii,Oriolus_steerii,,
Oriolus_szalayi,Oriolus_szalayi,Oriolus_szalayi,,
Oriolus_tenuirostris,Oriolus_tenuirostris,Oriolus_tenuirostris,,
Oriolus_traillii,Oriolus_traillii,Oriolus_traillii,,
Oriolus_xanthonotus,Oriolus_xanthonotus,Oriolus_xanthonotus,,
Oriolus_xanthornus,Oriolus_xanthornus,Oriolus_xanthornus,,
Oriturus_superciliosus,Oriturus_superciliosus,Oriturus_superciliosus,,
Ornithion_brunneicapillus,Ornithion_brunneicapillus,Ornithion_brunneicapillus,,
Ornithion_inerme,Ornithion_inerme,Ornithion_inerme,,
Ornithion_semiflavum,Ornithion_semiflavum,Ornithion_semiflavum,,
Ornorectes_cristatus,Pitohui_cristatus,Pitohui_cristatus,New genus,New genus
Orochelidon_andecola,Haplochelidon_andecola,Haplochelidon_andecola,New genus,New genus
Orochelidon_flavipes,Notiochelidon_flavipes,Notiochelidon_flavipes,New genus,New genus
Orochelidon_murina,Notiochelidon_murina,Notiochelidon_murina,New genus,New genus
Ortalis_araucuan,Ortalis_guttata,Ortalis_guttata,Lump/split,Lump/split
Ortalis_canicollis,Ortalis_canicollis,Ortalis_canicollis,,
Ortalis_cinereiceps,Ortalis_cinereiceps,Ortalis_cinereiceps,,
Ortalis_columbiana,Ortalis_guttata,Ortalis_guttata,Lump/split,Lump/split
Ortalis_erythroptera,Ortalis_erythroptera,Ortalis_erythroptera,,
Ortalis_garrula,Ortalis_garrula,Ortalis_garrula,,
Ortalis_guttata,Ortalis_guttata,Ortalis_guttata,,
Ortalis_leucogastra,Ortalis_leucogastra,Ortalis_leucogastra,,
Ortalis_motmot,Ortalis_motmot,Ortalis_motmot,,
Ortalis_poliocephala,Ortalis_poliocephala,Ortalis_poliocephala,,
Ortalis_ruficauda,Ortalis_ruficauda,Ortalis_ruficauda,,
Ortalis_squamata,Ortalis_guttata,Ortalis_guttata,Lump/split,Lump/split
Ortalis_superciliaris,Ortalis_superciliaris,Ortalis_superciliaris,,
Ortalis_vetula,Ortalis_vetula,Ortalis_vetula,,
Ortalis_wagleri,Ortalis_wagleri,Ortalis_wagleri,,
Orthogonys_chloricterus,Orthogonys_chloricterus,Orthogonys_chloricterus,,
Orthonyx_novaeguineae,Orthonyx_novaeguineae,Orthonyx_temminckii,,Lump/split
Orthonyx_spaldingii,Orthonyx_spaldingii,Orthonyx_spaldingii,,
Orthonyx_temminckii,Orthonyx_temminckii,Orthonyx_temminckii,,
Orthopsittaca_manilatus,Orthopsittaca_manilata,Orthopsittaca_manilata,Typo,Typo
Orthorhyncus_cristatus,Orthorhyncus_cristatus,Orthorhyncus_cristatus,,
Orthotomus_atrogularis,Orthotomus_atrogularis,Orthotomus_atrogularis,,
Orthotomus_castaneiceps,Orthotomus_castaneiceps,Orthotomus_castaneiceps,,
Orthotomus_chaktomuk,Orthotomus_atrogularis,Orthotomus_atrogularis,Recently discovered,Recently discovered
Orthotomus_chloronotus,Orthotomus_castaneiceps,Orthotomus_castaneiceps,Lump/split,Lump/split
Orthotomus_cinereiceps,Orthotomus_cinereiceps,Orthotomus_cinereiceps,,
Orthotomus_derbianus,Orthotomus_derbianus,Orthotomus_derbianus,,
Orthotomus_frontalis,Orthotomus_frontalis,Orthotomus_castaneiceps,,Lump/split
Orthotomus_nigriceps,Orthotomus_nigriceps,Orthotomus_nigriceps,,
Orthotomus_ruficeps,Orthotomus_ruficeps,Orthotomus_ruficeps,,
Orthotomus_samarensis,Orthotomus_samarensis,Orthotomus_samarensis,,
Orthotomus_sepium,Orthotomus_sepium,Orthotomus_sepium,,
Orthotomus_sericeus,Orthotomus_sericeus,Orthotomus_sericeus,,
Orthotomus_sutorius,Orthotomus_sutorius,Orthotomus_sutorius,,
Ortygospiza_atricollis,Ortygospiza_atricollis,Ortygospiza_atricollis,,
Ortyxelos_meiffrenii,Ortyxelos_meiffrenii,Ortyxelos_meiffrenii,,
Otidiphaps_aruensis,Otidiphaps_nobilis,Otidiphaps_nobilis,Lump/split,Lump/split
Otidiphaps_cervicalis,Otidiphaps_nobilis,Otidiphaps_nobilis,Lump/split,Lump/split
Otidiphaps_insularis,Otidiphaps_nobilis,Otidiphaps_nobilis,Lump/split,Lump/split
Otidiphaps_nobilis,Otidiphaps_nobilis,Otidiphaps_nobilis,,
Otis_tarda,Otis_tarda,Otis_tarda,,
Otocichla_mupinensis,Turdus_mupinensis,Turdus_mupinensis,New genus,New genus
Otus_alfredi,Otus_alfredi,Otus_alfredi,,
Otus_alius,Otus_alius,Otus_manadensis,,Lump/split
Otus_angelinae,Otus_angelinae,Otus_angelinae,,
Otus_bakkamoena,Otus_bakkamoena,Otus_bakkamoena,,
Otus_balli,Otus_balli,Otus_balli,,
Otus_beccarii,Otus_beccarii,Otus_manadensis,,Lump/split
Otus_brookii,Otus_brookii,Otus_brookii,,
Otus_brucei,Otus_brucei,Otus_brucei,,
Otus_capnodes,Otus_capnodes,Otus_capnodes,,
Otus_collari,Otus_collari,Otus_manadensis,,Lump/split
Otus_elegans,Otus_elegans,Otus_elegans,,
Otus_enganensis,Otus_enganensis,Otus_enganensis,,
Otus_everetti,Otus_megalotis,Otus_megalotis,Lump/split,Lump/split
Otus_feae,Otus_senegalensis,Otus_senegalensis,Lump/split,Lump/split
Otus_fuliginosus,Otus_fuliginosus,Otus_fuliginosus,,
Otus_gurneyi,Mimizuku_gurneyi,Mimizuku_gurneyi,New genus,New genus
Otus_hartlaubi,Otus_hartlaubi,Otus_hartlaubi,,
Otus_icterorhynchus,Otus_icterorhynchus,Otus_icterorhynchus,,
Otus_insularis,Otus_insularis,Otus_insularis,,
Otus_ireneae,Otus_ireneae,Otus_ireneae,,
Otus_jolandae,Otus_magicus,Otus_magicus,Lump/split,Lump/split
Otus_lempiji,Otus_lempiji,Otus_lempiji,,
Otus_lettia,Otus_lettia,Otus_lettia,,
Otus_longicornis,Otus_longicornis,Otus_longicornis,,
Otus_magicus,Otus_magicus,Otus_magicus,,
Otus_manadensis,Otus_manadensis,Otus_manadensis,,
Otus_mantananensis,Otus_mantananensis,Otus_mantananensis,,
Otus_mayottensis,Otus_mayottensis,Otus_rutilus,,Lump/split
Otus_megalotis,Otus_megalotis,Otus_megalotis,,
Otus_mendeni,Otus_manadensis,Otus_manadensis,Lump/split,Lump/split
Otus_mentawi,Otus_mentawi,Otus_mentawi,,
Otus_mindorensis,Otus_mindorensis,Otus_mindorensis,,
Otus_mirus,Otus_mirus,Otus_mirus,,
Otus_moheliensis,Otus_moheliensis,Otus_moheliensis,,
Otus_nigrorum,Otus_megalotis,Otus_megalotis,Lump/split,Lump/split
Otus_pamelae,Otus_senegalensis,Otus_senegalensis,Lump/split,Lump/split
Otus_pauliani,Otus_pauliani,Otus_pauliani,,
Otus_pembaensis,Otus_pembaensis,Otus_pembaensis,,
Otus_rufescens,Otus_rufescens,Otus_rufescens,,
Otus_rutilus,Otus_rutilus,Otus_rutilus,,
Otus_sagittatus,Otus_sagittatus,Otus_sagittatus,,
Otus_scops,Otus_scops,Otus_scops,,
Otus_semitorques,Otus_semitorques,Otus_semitorques,,
Otus_senegalensis,Otus_senegalensis,Otus_senegalensis,,
Otus_siaoensis,Otus_siaoensis,Otus_manadensis,,Lump/split
Otus_silvicola,Otus_silvicola,Otus_silvicola,,
Otus_socotranus,Otus_senegalensis,Otus_senegalensis,Lump/split,Lump/split
Otus_spilocephalus,Otus_spilocephalus,Otus_spilocephalus,,
Otus_sulaensis,Otus_magicus,Otus_magicus,Lump/split,Lump/split
Otus_sunia,Otus_sunia,Otus_sunia,,
Otus_tempestatis,Otus_magicus,Otus_magicus,Lump/split,Lump/split
Otus_thilohoffmanni,Otus_thilohoffmanni,Otus_rufescens,,Recently discovered
Otus_umbra,Otus_umbra,Otus_umbra,,
Oxylabes_madagascariensis,Oxylabes_madagascariensis,Oxylabes_madagascariensis,,
Oxypogon_cyanolaemus,Oxypogon_guerinii,Oxypogon_guerinii,Lump/split,Lump/split
Oxypogon_guerinii,Oxypogon_guerinii,Oxypogon_guerinii,,
Oxypogon_lindenii,Oxypogon_guerinii,Oxypogon_guerinii,Lump/split,Lump/split
Oxypogon_stuebelii,Oxypogon_guerinii,Oxypogon_guerinii,Lump/split,Lump/split
Oxyruncus_cristatus,Oxyruncus_cristatus,Oxyruncus_cristatus,,
Oxyura_australis,Oxyura_australis,Oxyura_australis,,
Oxyura_ferruginea,Oxyura_jamaicensis,Oxyura_jamaicensis,Lump/split,Lump/split
Oxyura_jamaicensis,Oxyura_jamaicensis,Oxyura_jamaicensis,,
Oxyura_leucocephala,Oxyura_leucocephala,Oxyura_leucocephala,,
Oxyura_maccoa,Oxyura_maccoa,Oxyura_maccoa,,
Oxyura_vittata,Oxyura_vittata,Oxyura_vittata,,
Pachycare_flavogriseum,Pachycare_flavogriseum,Pachycare_flavogriseum,,
Pachycephala_albiventris,Pachycephala_albiventris,Pachycephala_albiventris,,
Pachycephala_arctitorquis,Pachycephala_arctitorquis,Pachycephala_arctitorquis,,
Pachycephala_aurea,Pachycephala_aurea,Pachycephala_aurea,,
Pachycephala_caledonica,Pachycephala_caledonica,Pachycephala_caledonica,,
Pachycephala_cinerea,Pachycephala_grisola,Pachycephala_grisola,Change species name,Change species name
Pachycephala_feminina,Pachycephala_pectoralis,Pachycephala_pectoralis,Lump/split,Lump/split
Pachycephala_flavifrons,Pachycephala_flavifrons,Pachycephala_flavifrons,,
Pachycephala_fulvotincta,Pachycephala_pectoralis,Pachycephala_pectoralis,Lump/split,Lump/split
Pachycephala_griseiceps,Pachycephala_simplex,Pachycephala_simplex,Lump/split,Lump/split
Pachycephala_griseonota,Pachycephala_griseonota,Pachycephala_griseonota,,
Pachycephala_homeyeri,Pachycephala_homeyeri,Pachycephala_homeyeri,,
Pachycephala_hyperythra,Pachycephala_hyperythra,Pachycephala_hyperythra,,
Pachycephala_hypoxantha,Pachycephala_hypoxantha,Pachycephala_hypoxantha,,
Pachycephala_implicata,Pachycephala_implicata,Pachycephala_implicata,,
Pachycephala_inornata,Pachycephala_inornata,Pachycephala_inornata,,
Pachycephala_jacquinoti,Pachycephala_jacquinoti,Pachycephala_jacquinoti,,
Pachycephala_lanioides,Pachycephala_lanioides,Pachycephala_lanioides,,
Pachycephala_leucogastra,Pachycephala_leucogastra,Pachycephala_leucogastra,,
Pachycephala_lorentzi,Pachycephala_lorentzi,Pachycephala_lorentzi,,
Pachycephala_melanura,Pachycephala_melanura,Pachycephala_melanura,,
Pachycephala_mentalis,Pachycephala_pectoralis,Pachycephala_pectoralis,Lump/split,Lump/split
Pachycephala_meyeri,Pachycephala_meyeri,Pachycephala_meyeri,,
Pachycephala_modesta,Pachycephala_modesta,Pachycephala_modesta,,
Pachycephala_monacha,Pachycephala_monacha,Pachycephala_monacha,,
Pachycephala_nudigula,Pachycephala_nudigula,Pachycephala_nudigula,,
Pachycephala_olivacea,Pachycephala_olivacea,Pachycephala_olivacea,,
Pachycephala_orioloides,Pachycephala_pectoralis,Pachycephala_pectoralis,Lump/split,Lump/split
Pachycephala_orpheus,Pachycephala_orpheus,Pachycephala_orpheus,,
Pachycephala_par,Pachycephala_pectoralis,Pachycephala_pectoralis,Lump/split,Lump/split
Pachycephala_pectoralis,Pachycephala_pectoralis,Pachycephala_pectoralis,,
Pachycephala_phaionota,Pachycephala_phaionota,Pachycephala_phaionota,,
Pachycephala_philippinensis,Pachycephala_philippinensis,Pachycephala_philippinensis,,
Pachycephala_richardsi,Pachycephala_implicata,Pachycephala_implicata,Lump/split,Lump/split
Pachycephala_rufiventris,Pachycephala_rufiventris,Pachycephala_rufiventris,,
Pachycephala_rufogularis,Pachycephala_rufogularis,Pachycephala_rufogularis,,
Pachycephala_schlegelii,Pachycephala_schlegelii,Pachycephala_schlegelii,,
Pachycephala_simplex,Pachycephala_simplex,Pachycephala_simplex,,
Pachycephala_soror,Pachycephala_soror,Pachycephala_soror,,
Pachycephala_sulfuriventer,Pachycephala_sulfuriventer,Pachycephala_sulfuriventer,,
Pachycephala_tenebrosa,Colluricincla_tenebrosa,Colluricincla_tenebrosa,New genus,New genus
Pachycephala_teysmanni,Pachycephala_pectoralis,Pachycephala_pectoralis,Lump/split,Lump/split
